physical asset,location,ownership,commodity,Countries,status,USA states
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petroleum Products,Australia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petroleum Products,Kazakhstan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petroleum Products,Nigeria,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petroleum Products,Argentina,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petroleum Products,Israel,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petroleum Products,Japan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petroleum Products,Republic of Congo,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petroleum Products,Mexico,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petrochemicals,USA,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petrochemicals,Canada,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petrochemicals,Colombia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petrochemicals,Angola,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petrochemicals,Australia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petrochemicals,Kazakhstan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petrochemicals,Nigeria,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petrochemicals,Argentina,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petrochemicals,Israel,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petrochemicals,Japan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petrochemicals,Republic of Congo,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Petrochemicals,Mexico,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Renewable Fuels,USA,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Renewable Fuels,Canada,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Renewable Fuels,Colombia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Renewable Fuels,Angola,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Renewable Fuels,Australia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Renewable Fuels,Kazakhstan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Renewable Fuels,Nigeria,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Renewable Fuels,Argentina,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Renewable Fuels,Israel,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Renewable Fuels,Japan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Renewable Fuels,Republic of Congo,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Renewable Fuels,Mexico,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Carbon Capture And Offsets,USA,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Carbon Capture And Offsets,Canada,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Carbon Capture And Offsets,Colombia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Carbon Capture And Offsets,Angola,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Carbon Capture And Offsets,Australia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Carbon Capture And Offsets,Kazakhstan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Carbon Capture And Offsets,Nigeria,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Carbon Capture And Offsets,Argentina,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Carbon Capture And Offsets,Israel,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Carbon Capture And Offsets,Japan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Carbon Capture And Offsets,Republic of Congo,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Carbon Capture And Offsets,Mexico,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Hydrogen,USA,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Hydrogen,Canada,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Hydrogen,Colombia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Hydrogen,Angola,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Hydrogen,Australia,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Hydrogen,Kazakhstan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Hydrogen,Nigeria,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Hydrogen,Argentina,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Hydrogen,Israel,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Hydrogen,Japan,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Hydrogen,Republic of Congo,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Hydrogen,Mexico,,"['California', 'Delaware']"
Facilities (Chemicals),"['Permian Basin', 'USA', 'North America', 'California', 'Gulf Of Mexico', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'TCO In Kazakhstan', 'Urban Areas', 'Japan', 'Other Americas', 'Africa', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland']",Affiliates,Geothermal energy,USA,,"['California', 'Delaware']"
