physical asset,location,ownership,commodity,Countries,USA states
Locomotives,Ilo,Southern Copper Corporation,Copper,Peru,
Track System,Ilo,Southern Copper Corporation,Copper,Peru,
Pit  Shell,"Andes Range,Southern Peru,Toquepala",Southern Copper Corporation,Copper,Peru,
Quartz Veins,"Western Cordillera Of The Andes,Northwest Peru",,Copper,Peru,
Homogenizer Tanks,"Buenavista,Surface",Buenavista,"Copper,Molybdenum,Fuel",Mexico,
Holo-Flite Dryer,Buenavista,Buenavista,"Copper,Molybdenum",Mexico,
Two sulphuric acid plants,"La Caridad Complex,La Caridad,Ilo Smelter Plant,Peruvian Projects",,"Copper,Gold,Lead,Zinc","Peru,Mexico",
San Marcial Vein,Central Mesa of Mexico,,Copper,Mexico,
Ibarra Vein,Central Mesa of Mexico,,Zinc,Mexico,
Gallo-Gallina Vein,Central Mesa of Mexico,,Lead,Mexico,
Residual Water Treatment Plant,"Ilo,Moquegua Region",Southern Copper Corporation,,Peru,
Cathodes,"Buenavista Mine,Refinery,Asia","Asarco LLC,Mitsui",Copper,Mexico,
Eolica El Retiro Wind Farm with 37 Wind Turbines,"Oaxaca,Mexico",Grupo Mexico,Electricity,Mexico,
Tantahuatay Gold Mine,Northern Peru,Minera Coimolache,Gold,Peru,
Pucay Prospect,"Arequipa,Peru",Apu Coropuna S.R.L.,,Peru,
