physical asset,location,ownership,commodity,status,Countries,USA states
California Refinery,"['USA Coastal and Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate']",Marathon Petroleum Corporation,Feedstocks,['Operational'],USA,
California Refinery,"['USA Coastal and Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate']",Marathon Petroleum Corporation,Refined Products,['Operational'],USA,
California Refinery,"['USA Coastal and Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate']",MPLX LP,Crude Oil,['Operational'],USA,
California Refinery,"['USA Coastal and Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate']",MPLX LP,Natural Gas,['Operational'],USA,
California Refinery,"['USA Coastal and Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate']",MPLX LP,Natural Gas Liquids,['Operational'],USA,
California Refinery,"['USA Coastal and Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate']",MPLX LP,Feedstocks,['Operational'],USA,
California Refinery,"['USA Coastal and Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate']",MPLX LP,Refined Products,['Operational'],USA,
Midstream,,Marathon Petroleum Corporation,Natural Gas Liquids,['Operational'],,
Midstream,,MPLX LP,Natural Gas Liquids,['Operational'],,
MPLX LP Pipeline,"['District Of Columbia', 'Gallup']",MPLX LP,Crude Oil,"['Operational', 'End-Of-Life', 'Under Construction', 'Undergoing Impairment Evaluation']",USA,
MPLX LP Pipeline,"['District Of Columbia', 'Gallup']",MPLX LP,Light Products,"['Operational', 'End-Of-Life', 'Under Construction', 'Undergoing Impairment Evaluation']",USA,
MPLX LP Pipeline,"['District Of Columbia', 'Gallup']",MPLX LP,Natural Gas,"['Operational', 'End-Of-Life', 'Under Construction', 'Undergoing Impairment Evaluation']",USA,
MPLX LP Pipeline,"['District Of Columbia', 'Gallup']",7-Eleven Inc.,Crude Oil,"['Operational', 'End-Of-Life', 'Under Construction', 'Undergoing Impairment Evaluation']",USA,
MPLX LP Pipeline,"['District Of Columbia', 'Gallup']",7-Eleven Inc.,Light Products,"['Operational', 'End-Of-Life', 'Under Construction', 'Undergoing Impairment Evaluation']",USA,
MPLX LP Pipeline,"['District Of Columbia', 'Gallup']",7-Eleven Inc.,Natural Gas,"['Operational', 'End-Of-Life', 'Under Construction', 'Undergoing Impairment Evaluation']",USA,
MPLX LP Pipeline,"['District Of Columbia', 'Gallup']",Marathon Petroleum Corporation,Crude Oil,"['Operational', 'End-Of-Life', 'Under Construction', 'Undergoing Impairment Evaluation']",USA,
MPLX LP Pipeline,"['District Of Columbia', 'Gallup']",Marathon Petroleum Corporation,Light Products,"['Operational', 'End-Of-Life', 'Under Construction', 'Undergoing Impairment Evaluation']",USA,
MPLX LP Pipeline,"['District Of Columbia', 'Gallup']",Marathon Petroleum Corporation,Natural Gas,"['Operational', 'End-Of-Life', 'Under Construction', 'Undergoing Impairment Evaluation']",USA,
MPLX LP Crude Oil and light product transportation and logistics infrastructure,,,Crude Oil,['Operational'],,
MPLX LP Crude Oil and light product transportation and logistics infrastructure,,,Light Products,['Operational'],,
Natural Gas Gathering Pipelines,['USA'],Marathon Petroleum Corporation,Natural Gas,,USA,
Natural Gas Gathering Pipelines,['USA'],Marathon Petroleum Corporation,Natural Gas Liquids,,USA,
Natural Gas Gathering Pipelines,['USA'],Marathon Petroleum Corporation,Crude Oil,,USA,
Natural Gas Gathering Pipelines,['USA'],MPLX LP,Natural Gas,,USA,
Natural Gas Gathering Pipelines,['USA'],MPLX LP,Natural Gas Liquids,,USA,
Natural Gas Gathering Pipelines,['USA'],MPLX LP,Crude Oil,,USA,
Other Energy Assets,"['USA', 'Great Lakes States', 'Inland Waterways Jurisdictions']",Marathon Petroleum Corporation,Petroleum-Based Liquid,"['Under Construction', 'Operational', 'Ceased Use']",USA,
Other Energy Assets,"['USA', 'Great Lakes States', 'Inland Waterways Jurisdictions']",Marathon Petroleum Corporation,Crude Oil,"['Under Construction', 'Operational', 'Ceased Use']",USA,
Other Energy Assets,"['USA', 'Great Lakes States', 'Inland Waterways Jurisdictions']",Marathon Petroleum Corporation,Natural Gas,"['Under Construction', 'Operational', 'Ceased Use']",USA,
Other Energy Assets,"['USA', 'Great Lakes States', 'Inland Waterways Jurisdictions']",MPLX LP,Petroleum-Based Liquid,"['Under Construction', 'Operational', 'Ceased Use']",USA,
Other Energy Assets,"['USA', 'Great Lakes States', 'Inland Waterways Jurisdictions']",MPLX LP,Crude Oil,"['Under Construction', 'Operational', 'Ceased Use']",USA,
Other Energy Assets,"['USA', 'Great Lakes States', 'Inland Waterways Jurisdictions']",MPLX LP,Natural Gas,"['Under Construction', 'Operational', 'Ceased Use']",USA,
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",Marathon Petroleum Corporation,Natural Gas Liquids,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",Marathon Petroleum Corporation,Other Hydrocarbon-Based Products,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",Marathon Petroleum Corporation,Crude Oil,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",Marathon Petroleum Corporation,Natural Gas,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",Marathon Petroleum Corporation,Renewable Fuels,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",Marathon Petroleum Corporation,Chemicals,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",Marathon Petroleum Corporation,Renewable Diesel,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",MPLX LP,Natural Gas Liquids,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",MPLX LP,Other Hydrocarbon-Based Products,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",MPLX LP,Crude Oil,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",MPLX LP,Natural Gas,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",MPLX LP,Renewable Fuels,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",MPLX LP,Chemicals,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",MPLX LP,Renewable Diesel,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",Government Parties,Natural Gas Liquids,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",Government Parties,Other Hydrocarbon-Based Products,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",Government Parties,Crude Oil,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",Government Parties,Natural Gas,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",Government Parties,Renewable Fuels,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",Government Parties,Chemicals,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline,"['USA', 'Great Lakes States', 'Coastal Areas', 'Inland Waterways', 'Permian Basin', 'Bakken Basins', 'Delaware Basin', 'Marcellus Region', 'Utica Region', 'Garyville', 'North Dakota', 'Native American Tribal Lands', 'Federal Lands']",Government Parties,Renewable Diesel,"['Operational', 'Under Construction', 'End Of Life', 'Operational (Partially Shut Down)', 'Under Litigation']",USA,"['Delaware', 'North Dakota']"
Pipeline And Terminal Infrastructure,,Marathon Petroleum Corporation,Natural Gas,"['Operational', 'Impaired']",,
Pipeline And Terminal Infrastructure,,Marathon Petroleum Corporation,Natural Gas Liquids,"['Operational', 'Impaired']",,
Pipeline And Terminal Infrastructure,,Marathon Petroleum Corporation,Refined Products,"['Operational', 'Impaired']",,
Pipeline And Terminal Infrastructure,,MPLX LP,Natural Gas,"['Operational', 'Impaired']",,
Pipeline And Terminal Infrastructure,,MPLX LP,Natural Gas Liquids,"['Operational', 'Impaired']",,
Pipeline And Terminal Infrastructure,,MPLX LP,Refined Products,"['Operational', 'Impaired']",,
Pollution Control Equipment,,,,,,
Processing (Facilities,"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Crude Oil,['Operational'],USA,
Processing (Facilities,"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Natural Gas,['Operational'],USA,
Processing (Facilities,"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Natural Gas Liquids,['Operational'],USA,
Processing (Facilities,"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Feedstocks,['Operational'],USA,
Processing (Facilities,"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Refined Products,['Operational'],USA,
Processing (Facilities,"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Other Hydrocarbon-Based Products,['Operational'],USA,
Processing (Facilities,"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Renewables,['Operational'],USA,
Processing (Facilities,"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Electricity,['Operational'],USA,
Equipment),"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Crude Oil,['Operational'],USA,
Equipment),"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Natural Gas,['Operational'],USA,
Equipment),"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Natural Gas Liquids,['Operational'],USA,
Equipment),"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Feedstocks,['Operational'],USA,
Equipment),"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Refined Products,['Operational'],USA,
Equipment),"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Other Hydrocarbon-Based Products,['Operational'],USA,
Equipment),"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Renewables,['Operational'],USA,
Equipment),"['USA', 'Galveston Bay']",Marathon Petroleum Corporation,Electricity,['Operational'],USA,
Properties,"['Martinez', 'California', 'Spiritwood', 'North Dakota', 'Gallup', 'East Texas']",Marathon Petroleum Corporation,Renewable Fuels,"['Operational', 'Under Construction', 'End-Of-Life', 'Impaired', 'Under Impairment Review']",USA,"['California', 'North Dakota', 'Texas']"
Properties,"['Martinez', 'California', 'Spiritwood', 'North Dakota', 'Gallup', 'East Texas']",Marathon Petroleum Corporation,Crude Oil,"['Operational', 'Under Construction', 'End-Of-Life', 'Impaired', 'Under Impairment Review']",USA,"['California', 'North Dakota', 'Texas']"
Properties,"['Martinez', 'California', 'Spiritwood', 'North Dakota', 'Gallup', 'East Texas']",Marathon Petroleum Corporation,Refined Products,"['Operational', 'Under Construction', 'End-Of-Life', 'Impaired', 'Under Impairment Review']",USA,"['California', 'North Dakota', 'Texas']"
Properties,"['Martinez', 'California', 'Spiritwood', 'North Dakota', 'Gallup', 'East Texas']",MPLX LP,Renewable Fuels,"['Operational', 'Under Construction', 'End-Of-Life', 'Impaired', 'Under Impairment Review']",USA,"['California', 'North Dakota', 'Texas']"
Properties,"['Martinez', 'California', 'Spiritwood', 'North Dakota', 'Gallup', 'East Texas']",MPLX LP,Crude Oil,"['Operational', 'Under Construction', 'End-Of-Life', 'Impaired', 'Under Impairment Review']",USA,"['California', 'North Dakota', 'Texas']"
Properties,"['Martinez', 'California', 'Spiritwood', 'North Dakota', 'Gallup', 'East Texas']",MPLX LP,Refined Products,"['Operational', 'Under Construction', 'End-Of-Life', 'Impaired', 'Under Impairment Review']",USA,"['California', 'North Dakota', 'Texas']"
Properties,"['Martinez', 'California', 'Spiritwood', 'North Dakota', 'Gallup', 'East Texas']",ADM,Renewable Fuels,"['Operational', 'Under Construction', 'End-Of-Life', 'Impaired', 'Under Impairment Review']",USA,"['California', 'North Dakota', 'Texas']"
Properties,"['Martinez', 'California', 'Spiritwood', 'North Dakota', 'Gallup', 'East Texas']",ADM,Crude Oil,"['Operational', 'Under Construction', 'End-Of-Life', 'Impaired', 'Under Impairment Review']",USA,"['California', 'North Dakota', 'Texas']"
Properties,"['Martinez', 'California', 'Spiritwood', 'North Dakota', 'Gallup', 'East Texas']",ADM,Refined Products,"['Operational', 'Under Construction', 'End-Of-Life', 'Impaired', 'Under Impairment Review']",USA,"['California', 'North Dakota', 'Texas']"
Properties,"['Martinez', 'California', 'Spiritwood', 'North Dakota', 'Gallup', 'East Texas']",Neste,Renewable Fuels,"['Operational', 'Under Construction', 'End-Of-Life', 'Impaired', 'Under Impairment Review']",USA,"['California', 'North Dakota', 'Texas']"
Properties,"['Martinez', 'California', 'Spiritwood', 'North Dakota', 'Gallup', 'East Texas']",Neste,Crude Oil,"['Operational', 'Under Construction', 'End-Of-Life', 'Impaired', 'Under Impairment Review']",USA,"['California', 'North Dakota', 'Texas']"
Properties,"['Martinez', 'California', 'Spiritwood', 'North Dakota', 'Gallup', 'East Texas']",Neste,Refined Products,"['Operational', 'Under Construction', 'End-Of-Life', 'Impaired', 'Under Impairment Review']",USA,"['California', 'North Dakota', 'Texas']"
Property,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",MPLX LP,Crude Oil,['Operational'],USA,['California']
Property,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",MPLX LP,Feedstocks,['Operational'],USA,['California']
Property,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",MPLX LP,Refined Products,['Operational'],USA,['California']
Property,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",MPLX LP,Renewable Diesel,['Operational'],USA,['California']
Property,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",MPLX LP,Natural Gas,['Operational'],USA,['California']
Property,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",MPLX LP,Natural Gas Liquids,['Operational'],USA,['California']
Property,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",Marathon Petroleum Corporation,Crude Oil,['Operational'],USA,['California']
Property,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",Marathon Petroleum Corporation,Feedstocks,['Operational'],USA,['California']
Property,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",Marathon Petroleum Corporation,Refined Products,['Operational'],USA,['California']
Property,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",Marathon Petroleum Corporation,Renewable Diesel,['Operational'],USA,['California']
Property,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",Marathon Petroleum Corporation,Natural Gas,['Operational'],USA,['California']
Property,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",Marathon Petroleum Corporation,Natural Gas Liquids,['Operational'],USA,['California']
Plant And Equipment,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",MPLX LP,Crude Oil,['Operational'],USA,['California']
Plant And Equipment,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",MPLX LP,Feedstocks,['Operational'],USA,['California']
Plant And Equipment,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",MPLX LP,Refined Products,['Operational'],USA,['California']
Plant And Equipment,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",MPLX LP,Renewable Diesel,['Operational'],USA,['California']
Plant And Equipment,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",MPLX LP,Natural Gas,['Operational'],USA,['California']
Plant And Equipment,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",MPLX LP,Natural Gas Liquids,['Operational'],USA,['California']
Plant And Equipment,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",Marathon Petroleum Corporation,Crude Oil,['Operational'],USA,['California']
Plant And Equipment,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",Marathon Petroleum Corporation,Feedstocks,['Operational'],USA,['California']
Plant And Equipment,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",Marathon Petroleum Corporation,Refined Products,['Operational'],USA,['California']
Plant And Equipment,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",Marathon Petroleum Corporation,Renewable Diesel,['Operational'],USA,['California']
Plant And Equipment,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",Marathon Petroleum Corporation,Natural Gas,['Operational'],USA,['California']
Plant And Equipment,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate', 'California']",Marathon Petroleum Corporation,Natural Gas Liquids,['Operational'],USA,['California']
Rail Cars,,,Crude Oil,,,
Rail Transportation Systems,['Market Areas'],Marathon Petroleum Corporation,Refined Products,['Operational'],,
Railcars,,MPLX LP,Crude Oil,,,
Railcars,,MPLX LP,Refined Products,,,
Railways,['Various  Locations'],Marathon Petroleum Corporation,Distillate Fuel,['Operational'],,
Railways,['Various  Locations'],MPLX LP,Distillate Fuel,['Operational'],,
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",Marathon Petroleum Corporation,Refined Products,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",Marathon Petroleum Corporation,Petroleum-Based Transportation Fuels,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
