physical asset,location,ownership,commodity,Countries,status,USA states
Total Utilities And Infrastructure,['nan'],Duke Energy,Natural Gas,nan,,['nan']
Total Utilities And Infrastructure,['nan'],Duke Energy Ohio,Electricity,nan,,['nan']
Total Utilities And Infrastructure,['nan'],Duke Energy Ohio,Natural Gas,nan,,['nan']
Electric Generation,"['North Carolina', 'Florida']",Duke Energy,Electricity,USA,,"['North Carolina', 'Florida']"
Electric Generation,"['North Carolina', 'Florida']",Duke Energy,Natural Gas,USA,,"['North Carolina', 'Florida']"
Electric Generation,"['North Carolina', 'Florida']",Duke Energy Progress,Electricity,USA,,"['North Carolina', 'Florida']"
Electric Generation,"['North Carolina', 'Florida']",Duke Energy Progress,Natural Gas,USA,,"['North Carolina', 'Florida']"
Electric Generation,"['North Carolina', 'Florida']",Duke Energy Florida,Electricity,USA,,"['North Carolina', 'Florida']"
Electric Generation,"['North Carolina', 'Florida']",Duke Energy Florida,Natural Gas,USA,,"['North Carolina', 'Florida']"
Electric Grid,['North Carolina'],Duke Energy,Electricity,USA,,['North Carolina']
Electric Grid,['North Carolina'],Duke Energy,Natural Gas,USA,,['North Carolina']
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Carolinas,Electricity,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Carolinas,Natural Gas,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Progress,Electricity,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Progress,Natural Gas,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Florida,Electricity,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Florida,Natural Gas,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Indiana,Electricity,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Indiana,Natural Gas,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Ohio,Electricity,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy Ohio,Natural Gas,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",American Transmission Company,Electricity,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",American Transmission Company,Natural Gas,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",GIC,Electricity,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",GIC,Natural Gas,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy,Electricity,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Electric Transmission Projects,"['Southeast Regions Of The Usa', 'Central California', 'North Carolina', 'South Carolina', 'Tennessee', 'Ohio', 'Kentucky']",Duke Energy,Natural Gas,USA,,"['California', 'Ohio', 'South Carolina', 'Tennessee', 'Kentucky', 'North Carolina']"
Energy Storage,['nan'],Duke Energy Progress,Energy,nan,,['nan']
Energy Storage,['nan'],Duke Energy Progress,Natural Gas,nan,,['nan']
Energy Storage,['nan'],Duke Energy Progress,Electricity,nan,,['nan']
Energy Storage,['nan'],Duke Energy,Energy,nan,,['nan']
Energy Storage,['nan'],Duke Energy,Natural Gas,nan,,['nan']
Energy Storage,['nan'],Duke Energy,Electricity,nan,,['nan']
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy,Electricity,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy,Natural Gas,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy,Coal,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy,Nuclear Fuel Materials And Services,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy,Energy,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Progress,Electricity,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Progress,Natural Gas,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Progress,Coal,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Progress,Nuclear Fuel Materials And Services,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Progress,Energy,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Florida,Electricity,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Florida,Natural Gas,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Florida,Coal,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Florida,Nuclear Fuel Materials And Services,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Florida,Energy,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Ohio,Electricity,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Ohio,Natural Gas,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Ohio,Coal,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Ohio,Nuclear Fuel Materials And Services,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Ohio,Energy,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Indiana,Electricity,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Indiana,Natural Gas,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Indiana,Coal,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Indiana,Nuclear Fuel Materials And Services,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Indiana,Energy,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Carolinas,Electricity,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Carolinas,Natural Gas,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Carolinas,Coal,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Carolinas,Nuclear Fuel Materials And Services,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Carolinas,Energy,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Electric Utilities and Infrastructure,Electricity,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Electric Utilities and Infrastructure,Natural Gas,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Electric Utilities and Infrastructure,Coal,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Electric Utilities and Infrastructure,Nuclear Fuel Materials And Services,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Electric Utilities and Infrastructure,Energy,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",GIC,Electricity,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",GIC,Natural Gas,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",GIC,Coal,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",GIC,Nuclear Fuel Materials And Services,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",GIC,Energy,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Kentucky,Electricity,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Kentucky,Natural Gas,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Kentucky,Coal,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Kentucky,Nuclear Fuel Materials And Services,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy Kentucky,Energy,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Progress Energy Inc LLC,Electricity,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Progress Energy Inc LLC,Natural Gas,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Progress Energy Inc LLC,Coal,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Progress Energy Inc LLC,Nuclear Fuel Materials And Services,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Progress Energy Inc LLC,Energy,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Piedmont Natural Gas Company,Electricity,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Piedmont Natural Gas Company,Natural Gas,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Piedmont Natural Gas Company,Coal,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Piedmont Natural Gas Company,Nuclear Fuel Materials And Services,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Piedmont Natural Gas Company,Energy,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy,Electricity,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy,Natural Gas,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy,Coal,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy,Nuclear Fuel Materials And Services,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
equipment,"['South Carolina', 'Tennessee', 'Florida', 'Kentucky', 'Ohio', 'Southeast And Midwest Regions Of The USA', 'Northern Appalachia', 'Illinois Basin', 'Portions Of Ohio And Kentucky']",Duke Energy,Energy,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'South Carolina']"
Facilities,"['North Carolina', 'Ohio', 'Kentucky', 'Florida', 'Tennessee', 'Illinois Basin', 'Central Appalachia', 'Carolinas', 'Southeast and Midwest regions of the USA']",Duke Energy,Electricity,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'North Carolina']"
Facilities,"['North Carolina', 'Ohio', 'Kentucky', 'Florida', 'Tennessee', 'Illinois Basin', 'Central Appalachia', 'Carolinas', 'Southeast and Midwest regions of the USA']",Duke Energy,Natural Gas,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'North Carolina']"
Facilities,"['North Carolina', 'Ohio', 'Kentucky', 'Florida', 'Tennessee', 'Illinois Basin', 'Central Appalachia', 'Carolinas', 'Southeast and Midwest regions of the USA']",Duke Energy,Coal,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'North Carolina']"
Facilities,"['North Carolina', 'Ohio', 'Kentucky', 'Florida', 'Tennessee', 'Illinois Basin', 'Central Appalachia', 'Carolinas', 'Southeast and Midwest regions of the USA']",Duke Energy,Nuclear Fuel,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'North Carolina']"
Facilities,"['North Carolina', 'Ohio', 'Kentucky', 'Florida', 'Tennessee', 'Illinois Basin', 'Central Appalachia', 'Carolinas', 'Southeast and Midwest regions of the USA']",Duke Energy,Fossil Fuels,USA,,"['Illinois', 'Ohio', 'Florida', 'Tennessee', 'Kentucky', 'North Carolina']"
